-1.009333801269531250e+01	1.420897827148437500e+02	1.261431884765625000e+02	5.116490840911865234e+00
-9.206604003906250000e+00	1.411183624267578125e+02	1.155241622924804688e+02	5.845011234283447266e+00
-9.206604003906250000e+00	1.411543426513671875e+02	1.191598968505859375e+02	6.064334869384765625e+00
-9.206604003906250000e+00	1.411903228759765625e+02	1.193132934570312500e+02	6.613758087158203125e+00
-9.171089172363281250e+00	1.410823822021484375e+02	1.093406143188476562e+02	3.476193189620971680e+00
-9.171089172363281250e+00	1.411183624267578125e+02	1.101735458374023438e+02	3.540775299072265625e+00
-9.171089172363281250e+00	1.411543426513671875e+02	1.154796218872070312e+02	4.263846397399902344e+00
-9.171089172363281250e+00	1.411903228759765625e+02	1.186925506591796875e+02	4.836195945739746094e+00
-9.171089172363281250e+00	1.412263031005859375e+02	1.208028030395507812e+02	5.319428443908691406e+00
-9.171089172363281250e+00	1.412622833251953125e+02	1.171532745361328125e+02	6.392119407653808594e+00
-9.171089172363281250e+00	1.415141296386718750e+02	1.167014617919921875e+02	5.858673572540283203e+00
-9.171089172363281250e+00	1.415501098632812500e+02	1.188018569946289062e+02	6.086772918701171875e+00
-9.171089172363281250e+00	1.415860900878906250e+02	1.190648651123046875e+02	6.506903171539306641e+00
-9.171089172363281250e+00	1.416220703125000000e+02	1.184946441650390625e+02	5.995212078094482422e+00
-9.171089172363281250e+00	1.416580505371093750e+02	1.188397903442382812e+02	6.167597770690917969e+00
-9.171089172363281250e+00	1.416940155029296875e+02	1.183209686279296875e+02	6.378686904907226562e+00
-9.171089172363281250e+00	1.417299957275390625e+02	1.172824707031250000e+02	5.767115592956542969e+00
-9.171089172363281250e+00	1.417659759521484375e+02	1.180442504882812500e+02	5.627152919769287109e+00
-9.171089172363281250e+00	1.418019561767578125e+02	1.184754943847656250e+02	5.522665023803710938e+00
-9.171089172363281250e+00	1.418379364013671875e+02	1.192367248535156250e+02	5.443273544311523438e+00
-9.171089172363281250e+00	1.418739166259765625e+02	1.196063690185546875e+02	5.357595443725585938e+00
-9.171089172363281250e+00	1.419098968505859375e+02	1.200282363891601562e+02	5.288477420806884766e+00
-9.171089172363281250e+00	1.419458770751953125e+02	1.204704666137695312e+02	5.183431148529052734e+00
